marker,cyclone_id,forecast_time,horizon_h,member_count,estimator,predicted_vw_exposure,realized_vw_exposure,absolute_error,signed_error,exposure_ratio
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 00:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 00:00:00,6,51,P90 envelope,1207786.0120749092,0.0,1207786.0120749092,1207786.0120749092,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 00:00:00,6,51,Ensemble probability-weighted,108834.78014928546,0.0,108834.78014928546,108834.78014928546,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 06:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 06:00:00,6,51,P90 envelope,417688.6718226394,0.0,417688.6718226394,417688.6718226394,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 06:00:00,6,51,Ensemble probability-weighted,26853.992232893397,0.0,26853.992232893397,26853.992232893397,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 12:00:00,6,51,Deterministic mean-track,40970.96776021422,0.0,40970.96776021422,40970.96776021422,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 12:00:00,6,51,P90 envelope,201821.434124624,0.0,201821.434124624,201821.434124624,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 12:00:00,6,51,Ensemble probability-weighted,22002.99719439952,0.0,22002.99719439952,22002.99719439952,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 18:00:00,6,51,Deterministic mean-track,87196.15006579914,0.0,87196.15006579914,87196.15006579914,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 18:00:00,6,51,P90 envelope,416429.4586662114,0.0,416429.4586662114,416429.4586662114,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-06 18:00:00,6,51,Ensemble probability-weighted,23042.476039788024,0.0,23042.476039788024,23042.476039788024,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-07 00:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-07 00:00:00,6,51,P90 envelope,458805.1539479617,0.0,458805.1539479617,458805.1539479617,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-07 00:00:00,6,51,Ensemble probability-weighted,22302.715959846955,0.0,22302.715959846955,22302.715959846955,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-07 06:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-07 06:00:00,6,51,P90 envelope,452711.05376169254,0.0,452711.05376169254,452711.05376169254,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KALMAEGI,2025-11-07 06:00:00,6,51,Ensemble probability-weighted,14630.948368344578,0.0,14630.948368344578,14630.948368344578,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-25 12:00:00,6,51,Deterministic mean-track,67101.6516760745,67101.6516760745,0.0,0.0,1.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-25 12:00:00,6,51,P90 envelope,400809.12875130924,67101.6516760745,333707.47707523475,333707.47707523475,5.973163383312369
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-25 12:00:00,6,51,Ensemble probability-weighted,20694.912771327996,67101.6516760745,46406.738904746504,-46406.738904746504,0.30841137668608076
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-25 18:00:00,6,50,Deterministic mean-track,79810.49259875515,0.0,79810.49259875515,79810.49259875515,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-25 18:00:00,6,50,P90 envelope,425743.0937297319,0.0,425743.0937297319,425743.0937297319,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-25 18:00:00,6,50,Ensemble probability-weighted,17695.97889990364,0.0,17695.97889990364,17695.97889990364,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 00:00:00,6,51,Deterministic mean-track,87196.15006579914,87196.15006579914,0.0,0.0,1.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 00:00:00,6,51,P90 envelope,491638.9319124772,87196.15006579914,404442.78184667806,404442.78184667806,5.638310080679952
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 00:00:00,6,51,Ensemble probability-weighted,17371.615965610967,87196.15006579914,69824.53410018818,-69824.53410018818,0.199224575310976
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 06:00:00,6,51,Deterministic mean-track,132111.7496358304,0.0,132111.7496358304,132111.7496358304,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 06:00:00,6,51,P90 envelope,662182.0848227771,0.0,662182.0848227771,662182.0848227771,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 06:00:00,6,51,Ensemble probability-weighted,39746.996587978916,0.0,39746.996587978916,39746.996587978916,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 12:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 12:00:00,6,51,P90 envelope,853516.6832924298,0.0,853516.6832924298,853516.6832924298,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 12:00:00,6,51,Ensemble probability-weighted,47595.71593993963,0.0,47595.71593993963,47595.71593993963,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 18:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 18:00:00,6,51,P90 envelope,1277074.5665734294,0.0,1277074.5665734294,1277074.5665734294,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-26 18:00:00,6,51,Ensemble probability-weighted,50212.53856101057,0.0,50212.53856101057,50212.53856101057,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 00:00:00,6,51,Deterministic mean-track,291000.2186499053,0.0,291000.2186499053,291000.2186499053,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 00:00:00,6,51,P90 envelope,1420615.4604532854,0.0,1420615.4604532854,1420615.4604532854,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 00:00:00,6,51,Ensemble probability-weighted,79642.11710711743,0.0,79642.11710711743,79642.11710711743,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 06:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 06:00:00,6,51,P90 envelope,1312073.8701062787,0.0,1312073.8701062787,1312073.8701062787,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 06:00:00,6,51,Ensemble probability-weighted,87620.13076530778,0.0,87620.13076530778,87620.13076530778,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 12:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 12:00:00,6,51,P90 envelope,1634690.098957256,0.0,1634690.098957256,1634690.098957256,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 12:00:00,6,51,Ensemble probability-weighted,104726.19383309451,0.0,104726.19383309451,104726.19383309451,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 18:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 18:00:00,6,51,P90 envelope,1634690.098957256,0.0,1634690.098957256,1634690.098957256,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-27 18:00:00,6,51,Ensemble probability-weighted,97041.42534928699,0.0,97041.42534928699,97041.42534928699,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 00:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 00:00:00,6,51,P90 envelope,1517962.0677934517,0.0,1517962.0677934517,1517962.0677934517,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 00:00:00,6,51,Ensemble probability-weighted,69964.47571733114,0.0,69964.47571733114,69964.47571733114,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 06:00:00,6,51,Deterministic mean-track,0.0,523232.80039909517,523232.80039909517,-523232.80039909517,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 06:00:00,6,51,P90 envelope,1517962.0677934517,523232.80039909517,994729.2673943565,994729.2673943565,2.9011217695748965
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 06:00:00,6,51,Ensemble probability-weighted,82688.36791510782,523232.80039909517,440544.43248398736,-440544.43248398736,0.15803360923099122
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 12:00:00,6,51,Deterministic mean-track,523232.80039909517,0.0,523232.80039909517,523232.80039909517,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 12:00:00,6,51,P90 envelope,1669953.5054060936,0.0,1669953.5054060936,1669953.5054060936,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 12:00:00,6,51,Ensemble probability-weighted,255165.07403126074,0.0,255165.07403126074,255165.07403126074,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 18:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 18:00:00,6,51,P90 envelope,2176019.2036790256,0.0,2176019.2036790256,2176019.2036790256,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-28 18:00:00,6,51,Ensemble probability-weighted,154834.76307578804,0.0,154834.76307578804,154834.76307578804,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 00:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 00:00:00,6,51,P90 envelope,1645417.5881034718,0.0,1645417.5881034718,1645417.5881034718,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 00:00:00,6,51,Ensemble probability-weighted,108684.80383666686,0.0,108684.80383666686,108684.80383666686,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 06:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 06:00:00,6,51,P90 envelope,2879181.960254916,0.0,2879181.960254916,2879181.960254916,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 06:00:00,6,51,Ensemble probability-weighted,87491.49171612102,0.0,87491.49171612102,87491.49171612102,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 12:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 12:00:00,6,51,P90 envelope,2144834.0583041776,0.0,2144834.0583041776,2144834.0583041776,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 12:00:00,6,51,Ensemble probability-weighted,160777.00343871771,0.0,160777.00343871771,160777.00343871771,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 18:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 18:00:00,6,51,P90 envelope,2144834.0583041776,0.0,2144834.0583041776,2144834.0583041776,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-29 18:00:00,6,51,Ensemble probability-weighted,82885.77919743356,0.0,82885.77919743356,82885.77919743356,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 00:00:00,6,51,Deterministic mean-track,0.0,435124.6068012859,435124.6068012859,-435124.6068012859,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 00:00:00,6,51,P90 envelope,1619314.2060617832,435124.6068012859,1184189.5992604974,1184189.5992604974,3.7214953619051405
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 00:00:00,6,51,Ensemble probability-weighted,81874.42003884724,435124.6068012859,353250.1867624386,-353250.1867624386,0.1881631577692822
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 06:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 06:00:00,6,51,P90 envelope,1619314.2060617832,0.0,1619314.2060617832,1619314.2060617832,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 06:00:00,6,51,Ensemble probability-weighted,105093.8239459158,0.0,105093.8239459158,105093.8239459158,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 12:00:00,6,51,Deterministic mean-track,274762.6869323345,0.0,274762.6869323345,274762.6869323345,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 12:00:00,6,51,P90 envelope,1253088.9396671546,0.0,1253088.9396671546,1253088.9396671546,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 12:00:00,6,51,Ensemble probability-weighted,102362.56964145796,0.0,102362.56964145796,102362.56964145796,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 18:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 18:00:00,6,51,P90 envelope,1967294.3135705264,0.0,1967294.3135705264,1967294.3135705264,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-11-30 18:00:00,6,51,Ensemble probability-weighted,148177.80805759336,0.0,148177.80805759336,148177.80805759336,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 00:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 00:00:00,6,51,P90 envelope,1421382.559791236,0.0,1421382.559791236,1421382.559791236,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 00:00:00,6,51,Ensemble probability-weighted,38057.677608613885,0.0,38057.677608613885,38057.677608613885,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 06:00:00,6,39,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 06:00:00,6,39,P90 envelope,2185106.5334305563,0.0,2185106.5334305563,2185106.5334305563,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 06:00:00,6,39,Ensemble probability-weighted,75745.66231422173,0.0,75745.66231422173,75745.66231422173,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 12:00:00,6,30,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 12:00:00,6,30,P90 envelope,1910343.8464982216,0.0,1910343.8464982216,1910343.8464982216,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 12:00:00,6,30,Ensemble probability-weighted,63252.66184025153,0.0,63252.66184025153,63252.66184025153,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 18:00:00,6,8,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 18:00:00,6,8,P90 envelope,1910343.8464982216,0.0,1910343.8464982216,1910343.8464982216,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-01 18:00:00,6,8,Ensemble probability-weighted,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 00:00:00,6,9,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 00:00:00,6,9,P90 envelope,1910343.8464982216,0.0,1910343.8464982216,1910343.8464982216,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 00:00:00,6,9,Ensemble probability-weighted,200332.4227493764,0.0,200332.4227493764,200332.4227493764,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 06:00:00,6,7,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 06:00:00,6,7,P90 envelope,1188670.8761248516,0.0,1188670.8761248516,1188670.8761248516,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 06:00:00,6,7,Ensemble probability-weighted,166152.9440564057,0.0,166152.9440564057,166152.9440564057,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 12:00:00,6,7,Deterministic mean-track,0.0,330447.2943488626,330447.2943488626,-330447.2943488626,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 12:00:00,6,7,P90 envelope,977555.7745732086,330447.2943488626,647108.480224346,647108.480224346,2.9582804619400975
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 12:00:00,6,7,Ensemble probability-weighted,115118.14988927949,330447.2943488626,215329.1444595831,-215329.1444595831,0.34837068379124325
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 18:00:00,6,1,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 18:00:00,6,1,P90 envelope,256678.08052440596,0.0,256678.08052440596,256678.08052440596,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-02 18:00:00,6,1,Ensemble probability-weighted,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-03 00:00:00,6,2,Deterministic mean-track,32676.19640323951,0.0,32676.19640323951,32676.19640323951,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-03 00:00:00,6,2,P90 envelope,32676.19640323951,0.0,32676.19640323951,32676.19640323951,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-03 00:00:00,6,2,Ensemble probability-weighted,16338.098201619756,0.0,16338.098201619756,16338.098201619756,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-03 06:00:00,6,1,Deterministic mean-track,1969.8310613518656,0.0,1969.8310613518656,1969.8310613518656,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-03 06:00:00,6,1,P90 envelope,1969.8310613518656,0.0,1969.8310613518656,1969.8310613518656,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,KOTO,2025-12-03 06:00:00,6,1,Ensemble probability-weighted,1969.8310613518656,0.0,1969.8310613518656,1969.8310613518656,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 00:00:00,6,50,Deterministic mean-track,44354.1161338014,0.0,44354.1161338014,44354.1161338014,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 00:00:00,6,50,P90 envelope,808080.9771433966,0.0,808080.9771433966,808080.9771433966,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 00:00:00,6,50,Ensemble probability-weighted,18036.412445250942,0.0,18036.412445250942,18036.412445250942,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 06:00:00,6,50,Deterministic mean-track,0.0,44354.1161338014,44354.1161338014,-44354.1161338014,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 06:00:00,6,50,P90 envelope,1462878.040455518,44354.1161338014,1418523.9243217167,1418523.9243217167,32.981787666391746
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 06:00:00,6,50,Ensemble probability-weighted,18384.35093600821,44354.1161338014,25969.76519779319,-25969.76519779319,0.41449030075469945
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 12:00:00,6,50,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 12:00:00,6,50,P90 envelope,1398531.9149432245,0.0,1398531.9149432245,1398531.9149432245,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 12:00:00,6,50,Ensemble probability-weighted,26618.728730372142,0.0,26618.728730372142,26618.728730372142,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 18:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 18:00:00,6,51,P90 envelope,1683874.585837261,0.0,1683874.585837261,1683874.585837261,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-23 18:00:00,6,51,Ensemble probability-weighted,58657.78776619799,0.0,58657.78776619799,58657.78776619799,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 00:00:00,6,51,Deterministic mean-track,212157.42095409925,0.0,212157.42095409925,212157.42095409925,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 00:00:00,6,51,P90 envelope,1532626.0691166113,0.0,1532626.0691166113,1532626.0691166113,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 00:00:00,6,51,Ensemble probability-weighted,62220.08109006808,0.0,62220.08109006808,62220.08109006808,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 12:00:00,6,51,Deterministic mean-track,122358.23223218536,0.0,122358.23223218536,122358.23223218536,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 12:00:00,6,51,P90 envelope,1086545.4699850301,0.0,1086545.4699850301,1086545.4699850301,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 12:00:00,6,51,Ensemble probability-weighted,32036.220591731453,0.0,32036.220591731453,32036.220591731453,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 18:00:00,6,51,Deterministic mean-track,122358.23223218536,0.0,122358.23223218536,122358.23223218536,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 18:00:00,6,51,P90 envelope,1505061.3541438498,0.0,1505061.3541438498,1505061.3541438498,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-24 18:00:00,6,51,Ensemble probability-weighted,48503.86728667818,0.0,48503.86728667818,48503.86728667818,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 00:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 00:00:00,6,51,P90 envelope,1239580.6446130374,0.0,1239580.6446130374,1239580.6446130374,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 00:00:00,6,51,Ensemble probability-weighted,51368.647016117764,0.0,51368.647016117764,51368.647016117764,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 12:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 12:00:00,6,51,P90 envelope,1406816.3205775816,0.0,1406816.3205775816,1406816.3205775816,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 12:00:00,6,51,Ensemble probability-weighted,58866.454968535945,0.0,58866.454968535945,58866.454968535945,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 18:00:00,6,51,Deterministic mean-track,0.0,262933.8289853147,262933.8289853147,-262933.8289853147,0.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 18:00:00,6,51,P90 envelope,1557974.3927341604,262933.8289853147,1295040.5637488458,1295040.5637488458,5.9253478289443535
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-25 18:00:00,6,51,Ensemble probability-weighted,59680.58162516719,262933.8289853147,203253.2473601475,-203253.2473601475,0.22697947181418202
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 00:00:00,6,51,Deterministic mean-track,0.0,0.0,0.0,0.0,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 00:00:00,6,51,P90 envelope,1247736.6942991558,0.0,1247736.6942991558,1247736.6942991558,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 00:00:00,6,51,Ensemble probability-weighted,94047.96491159083,0.0,94047.96491159083,94047.96491159083,
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 06:00:00,6,51,Deterministic mean-track,172028.25911083198,172028.25911083198,0.0,0.0,1.0
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 06:00:00,6,51,P90 envelope,1626093.1305786413,172028.25911083198,1454064.8714678094,1454064.8714678094,9.452476813887912
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 06:00:00,6,51,Ensemble probability-weighted,77361.12022269829,172028.25911083198,94667.13888813369,-94667.13888813369,0.4497000703405197
PROXY_ASSUMPTION_NOT_PUBLICATION_GRADE,MELISSA,2025-10-26 12:00:00,6,51,Deterministic mean-track,172028.25911083198,0.0,172028.25911083198,172028.25911083198,
