split,group_key,storm_id,storm_name,year,basin,source,n_observations,n_era5_observations
val,AL|1987|UNNAMED,AL011987,UNNAMED,1987,AL,hurdat2,31,0
val,AL|1987|UNNAMED,AL031987,UNNAMED,1987,AL,hurdat2,32,0
val,AL|1987|UNNAMED,AL041987,UNNAMED,1987,AL,hurdat2,11,0
val,AL|1987|UNNAMED,AL061987,UNNAMED,1987,AL,hurdat2,14,0
val,AL|1987|UNNAMED,AL081987,UNNAMED,1987,AL,hurdat2,12,0
val,AL|1987|UNNAMED,AL091987,UNNAMED,1987,AL,hurdat2,7,0
val,AL|1987|UNNAMED,AL111987,UNNAMED,1987,AL,hurdat2,17,0
val,AL|1987|UNNAMED,AL141987,UNNAMED,1987,AL,hurdat2,17,0
val,AL|1988|CHRIS,AL031988,CHRIS,1988,AL,hurdat2,39,0
val,AL|1988|DEBBY,AL041988,DEBBY,1988,AL,hurdat2,33,0
val,AL|1988|ERNESTO,AL051988,ERNESTO,1988,AL,hurdat2,9,0
val,AL|1988|ISAAC,AL101988,ISAAC,1988,AL,hurdat2,12,0
val,AL|1988|KEITH,AL121988,KEITH,1988,AL,hurdat2,39,0
val,AL|1989|ERIN,AL071989,ERIN,1989,AL,hurdat2,37,0
val,AL|1989|HUGO,AL111989,HUGO,1989,AL,hurdat2,64,0
val,AL|1989|IRIS,AL121989,IRIS,1989,AL,hurdat2,21,0
val,AL|1990|DIANA,AL051990,DIANA,1990,AL,hurdat2,25,18
val,AL|1990|MARCO,AL151990,MARCO,1990,AL,hurdat2,17,0
val,AL|1991|BOB,AL031991,BOB,1991,AL,hurdat2,55,0
val,AL|1991|FABIAN,AL091991,FABIAN,1991,AL,hurdat2,11,11
val,AL|1991|GRACE,AL111991,GRACE,1991,AL,hurdat2,18,0
val,AL|1992|DANIELLE,AL071992,DANIELLE,1992,AL,hurdat2,18,0
val,AL|1994|UNNAMED,AL021994,UNNAMED,1994,AL,hurdat2,6,0
val,AL|1994|UNNAMED,AL051994,UNNAMED,1994,AL,hurdat2,9,0
val,AL|1994|UNNAMED,AL081994,UNNAMED,1994,AL,hurdat2,10,0
val,AL|1994|UNNAMED,AL091994,UNNAMED,1994,AL,hurdat2,7,0
val,AL|1994|UNNAMED,AL101994,UNNAMED,1994,AL,hurdat2,7,0
val,AL|1994|CHRIS,AL041994,CHRIS,1994,AL,hurdat2,30,0
val,AL|1995|BARRY,AL021995,BARRY,1995,AL,hurdat2,24,0
val,AL|1995|IRIS,AL101995,IRIS,1995,AL,hurdat2,66,0
val,AL|1995|TANYA,AL211995,TANYA,1995,AL,hurdat2,29,0
val,AL|1996|CESAR,AL031996,CESAR,1996,AL,hurdat2,18,0
val,AL|1996|ISIDORE,AL091996,ISIDORE,1996,AL,hurdat2,33,0
val,AL|1996|KYLE,AL111996,KYLE,1996,AL,hurdat2,7,0
val,AL|1996|LILI,AL121996,LILI,1996,AL,hurdat2,60,0
val,AL|1996|MARCO,AL131996,MARCO,1996,AL,hurdat2,54,0
val,AL|1997|BILL,AL031997,BILL,1997,AL,hurdat2,10,0
val,AL|1997|DANNY,AL051997,DANNY,1997,AL,hurdat2,47,0
val,AL|1998|MITCH,AL131998,MITCH,1998,AL,hurdat2,78,0
val,AL|1999|DENNIS,AL051999,DENNIS,1999,AL,hurdat2,66,0
val,AL|1999|IRENE,AL131999,IRENE,1999,AL,hurdat2,34,0
val,AL|2000|GORDON,AL112000,GORDON,2000,AL,hurdat2,29,0
val,AL|2000|ISAAC,AL132000,ISAAC,2000,AL,hurdat2,52,0
val,AL|2001|ERIN,AL062001,ERIN,2001,AL,hurdat2,62,0
val,AL|2001|GABRIELLE,AL082001,GABRIELLE,2001,AL,hurdat2,41,0
val,AL|2001|MICHELLE,AL152001,MICHELLE,2001,AL,hurdat2,35,0
val,AL|2001|OLGA,AL172001,OLGA,2001,AL,hurdat2,47,0
val,AL|2002|EDOUARD,AL052002,EDOUARD,2002,AL,hurdat2,21,0
val,AL|2002|LILI,AL132002,LILI,2002,AL,hurdat2,57,0
val,AL|2003|ODETTE,AL202003,ODETTE,2003,AL,hurdat2,23,0
val,AL|2004|GASTON,AL072004,GASTON,2004,AL,hurdat2,28,0
val,AL|2004|UNNAMED,AL102004,UNNAMED,2004,AL,hurdat2,13,0
val,AL|2004|LISA,AL132004,LISA,2004,AL,hurdat2,55,0
val,AL|2004|NICOLE,AL152004,NICOLE,2004,AL,hurdat2,8,0
val,AL|2005|GERT,AL072005,GERT,2005,AL,hurdat2,9,0
val,AL|2005|IRENE,AL092005,IRENE,2005,AL,hurdat2,56,0
val,AL|2005|JOSE,AL112005,JOSE,2005,AL,hurdat2,6,0
val,AL|2005|OPHELIA,AL162005,OPHELIA,2005,AL,hurdat2,69,0
val,AL|2005|NINETEEN,AL192005,NINETEEN,2005,AL,hurdat2,9,0
val,AL|2005|UNNAMED,AL212005,UNNAMED,2005,AL,hurdat2,7,0
val,AL|2005|ZETA,AL312005,ZETA,2005,AL,hurdat2,36,0
val,AL|2006|BERYL,AL032006,BERYL,2006,AL,hurdat2,18,0
